b7bf012f-4b8b-4478-b5c9-6af3075ca1e4,aqueduct,All Worldwide Crops,rest,cartodb,https://wri-01.carto.com/tables/crops,TRUE,production,2017-02-07T17:56:43.581Z,MapSPAM 2005,"These crops were selected based on their importance in the global commodities market and for food security. 'All crops' represent all of the crops that are included in the tool as displayed in the menu. Pixels are shaded if they contain at least 10 hectares of crop area within the 10x10 km pixel. If there are multiple crops meeting this criteria per pixel, the predominant crop (based on production) is displayed. If a single crop is selected, and the pixel colors are shaded by level of production. The crop layers displayed on the map reflect 2005 data regardless of the timeframe selected.",http://www.wri.org/applications/maps/aqueduct-atlas/
8ab33548-78f5-4276-a5d7-d9a4143698db,aqueduct,Change in net trade over time,rest,cartodb,https://wri-rw.carto.com/tables/combined01_prepared/public,TRUE,production,2017-08-21T14:10:50.152Z,,This figure displays the change in the selected country's net trade of the selected crop over time.,http://www.wri.org/applications/maps/aqueduct-atlas/
3174a5df-4892-44ca-b780-4c91373a32d1,aqueduct,Change in net trade over time for top 5 crops in highest demand,rest,cartodb,https://wri-rw.carto.com/tables/combined01_prepared/public,TRUE,production,2017-08-14T16:36:27.875Z,,This figure displays the change over time in net trade for the 5 crops in highest demand in the country selected.,http://www.wri.org/applications/maps/aqueduct-atlas/
9c450642-f976-40eb-96b4-0c904d519578,aqueduct,Drought Severity Soil Moisture,rest,cartodb,https://wri-rw.carto.com/api/v2/sql?q=SELECT * FROM water_risk_indicators_v3,TRUE,production,2017-08-02T11:06:21.665Z,WRI Aqueduct 2018 (forthcoming),Estimates the average magnitude of droughts based on the severity and frequency of periods of time during which soil moisture remains low. Baseline values are generated using hydrological modeling of long-term trends from 1960 to 2014.,http://www.wri.org/applications/maps/aqueduct-atlas/
e38d74e2-dabc-44b0-b9d8-d2da677ea7f2,aqueduct,Global dataset for one crop,rest,cartodb,https://wri-rw.carto.com/tables/combined01_prepared/public,TRUE,production,2017-08-11T10:11:25.102Z,,This figure displays the top 5 net exporting and net importing countries for the selected crop and timeframe.,http://www.wri.org/applications/maps/aqueduct-atlas/
5be16fea-5b1a-4daf-a9e9-9dc1f6ea6d4e,aqueduct,Global water stress,rest,cartodb,https://wri-01.carto.com/tables/crops/public,TRUE,production,2017-10-20T09:09:18.067Z,,"This figure displays the percent of all crop area facing each level of water stress (vertical axis) and the volume of the demand (width of bars) for maize, rice, soybean, and wheat for the year selected.",http://www.wri.org/applications/maps/aqueduct-atlas/
cbd0d0f8-edf9-47bc-93ef-71c1a5e5fed7,aqueduct,Groundwater decline trend,rest,cartodb,https://wri-rw.carto.com/api/v2/sql?q=SELECT * FROM water_risk_indicators_v3,TRUE,production,2017-08-02T07:59:47.977Z,WRI Aqueduct 2018 (forthcoming),Measures trends in the decline of the groundwater table. The slope of the decline correlates to the severity of the trend. Baseline values are generated using hydrological modeling from 1990 to 2014.,http://www.wri.org/applications/maps/aqueduct-atlas/
b53ef8c5-8554-4a4a-a100-fdf5a022cb4e,aqueduct,Groundwater stress,rest,cartodb,https://wri-rw.carto.com/api/v2/sql?q=SELECT * FROM water_risk_indicators_v3,TRUE,production,2017-08-01T09:55:31.081Z,WRI Aqueduct 2018 (forthcoming),Measures the relative ratio of groundwater withdrawal to recharge rate. Values above one indicate that groundwater is being depleted faster than it is being restored. Unsustainable groundwater consumption could affect groundwater availability and groundwater-dependent ecosystems. Baseline values are generated using hydrological modeling of long-term trends from 1990 to 2014.,http://www.wri.org/applications/maps/aqueduct-atlas/
bf657e60-de9c-4b7e-8736-d573d38e3ce1,aqueduct,Inter Annual Variability,rest,cartodb,https://wri-rw.carto.com/api/v2/sql?q=SELECT * FROM water_risk_indicators_v3,TRUE,production,2017-08-02T09:03:35.912Z,WRI Aqueduct 2018 (forthcoming),Measures the variability in water supply from year to year. It is an indicator of the unpredictability of supply. Baseline values are generated using hydrological modeling of long-term trends from 1960 to 2014.,http://www.wri.org/applications/maps/aqueduct-atlas/
345cfef3-ee8a-46bc-9bb9-164c406dfd2c,aqueduct,Interanual variability,rest,cartodb,https://wri-01.carto.com/tables/aqueduct_projections_20150309/public,TRUE,production,2016-12-14T16:34:36.076Z,,Interannual variability measures the variability in water supply from year to year.,http://www.wri.org/applications/maps/aqueduct-atlas/
fc85eac5-d27c-49d2-a248-dee26ec858bc,aqueduct,Irrigated vs Rainfed,rest,cartodb,https://wri-01.carto.com/tables/combined01_prepared/public,TRUE,production,2017-01-30T16:29:29.029Z,,This figure displays the share of land that is irrigated versus rainfed for the selected crop(s).,http://www.wri.org/applications/maps/aqueduct-atlas/
202c67a5-5370-4578-b8d6-16533fc44980,aqueduct,Kilocalories per capita,rest,cartodb,https://wri-01.carto.com/tables/combined01_prepared/public,TRUE,production,2017-02-03T12:38:06.437Z,,"This figure displays the selected country's average availability of kilocalories per person, benchmarked against a globally applied minimum requirement to prevent malnourishment (FAO 1996).",http://www.wri.org/applications/maps/aqueduct-atlas/
